n_refreshes,refresh,avg_buffer_size,
6,0,100
6,1,87.95
6,2,5.59
6,3,23.04
6,4,35.51
6,5,2.04
4,0,94.1
4,1,0.76
4,2,31.05
4,3,0.65
2,0,1.15
2,1,0.00
1,0,0.00
